"ID","Title","Alt Title","Special Mode Title","Locations","Comments"
"646","明日与未来*","","","Shadowbringers title cutscene","明日与未来-通过完成任务暗影之逆焰获得"
"647","明日复明日*","","","Shadowbringers cutscenes","明日复明日-通过副本梦羽宝境或梦羽宝殿获得"
"648","更好的明天*","","","Shadowbringers cutscenes","更好的明天-通过副本梦羽宝境获得"
"649","潸然之雨**","","","Shadowbringers cutscenes","在多个感动人的过场动画中使用的背景音乐"
"650","危言*","","","Shadowbringers cutscenes / Overworld theme","危言-通过副本梦羽宝境或梦羽宝殿获得"
"651","叛国罪**","","","Shadowbringers cutscenes / Overworld theme / Quest battles","暗影之逆焰76级主线任务背景音乐"
"652","惊人的真相**","","","Shadowbringers cutscenes","4.4-5.0版本原生音乐专辑Shadowbringers"
"653","天堂困境**","","","Shadowbringers cutscenes","4.4-5.0版本原生音乐专辑Shadowbringers"
"654","重复的明日**","","","Shadowbringers cutscenes","4.4-5.0版本原生音乐专辑Shadowbringers"
"655","明日与未来*","","","Shadowbringers cutscenes","明日与未来-完成主线任务：暗影之逆焰获得"
"656","一起来跳弗拉门戈　～暗影～*","","","Shadowbringers cutscenes (Dancer cutscenes)","一起来跳弗拉门戈-纪念品兑换员金碟游乐场 (X: 5.1, Y: 6.6)处金碟币×50000交换"
"657","???","","","Level 80 Bard quest, ""A Harmony from the Heavens""","吟游诗人80级职业任务 响彻云霄的三重奏 无名之曲"
"658","诺亚的鲁特琴 ～暗影～**","","","","水晶都中庸工艺馆开放的手工工艺部任务。实录数据003“修复羁绊的工匠”的插曲"
"659","照耀世界之暗*","","","Crystarium (day)","照耀世界之暗--水晶都广域交易商 古拉姆索处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：诺弗兰特"
"660","智慧不眠*","","","Crystarium (night)","智慧不眠--水晶都广域交易商 古拉姆索处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：诺弗兰特"
"661","沉溺于乐园：白天**","","","Eulmore (day)","游末邦剧情推进到一定程度后常驻音乐。"
"662","化装舞会～乐园：夜晚～**","","","Eulmore (night)","游末邦剧情推进到一定程度后常驻音乐。"
"663","始源湖*","","","Lakeland (day)","始源湖--雷克兰德广域交易商 秀梅处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：雷克兰德"
"664","不变与变化*","","","Lakeland (night)","不变与变化--雷克兰德广域交易商 秀梅处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：雷克兰德"
"665","分隔的世界*","","","Kholusia (day)","分隔的世界--珂露西亚岛广域交易商 兹姆图处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：珂露西亚岛"
"666","疾径*","","","Kholusia (night)","疾径--珂露西亚岛广域交易商 兹姆图处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：珂露西亚岛"
"667","琥珀沙漠*","","","Amh Araeng (day)","琥珀沙漠--安穆·艾兰广域交易商 哈尔登处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：安穆·艾兰"
"668","鲜血沙漠*","","","Amh Araeng (night)","鲜血沙漠--安穆·艾兰广域交易商 哈尔登处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：安穆·艾兰"
"669","残忍与自由*","","","Il Mheg (day)","残忍与自由--伊尔美格广域交易商 苏儿·拉德处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：伊尔美格"
"670","妖精之环*","","","Il Mheg (night)","妖精之环--伊尔美格广域交易商 苏儿·拉德处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：伊尔美格"
"671","文明*","","","Rak'tika Greatwood (day)","文明--拉凯提卡大森林广域交易商 奈栎处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：拉凯提卡大森林"
"672","无望的竞争*","","","Rak'tika Greatwood (night)","无望的竞争--拉凯提卡大森林广域交易商 奈栎处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：拉凯提卡大森林"
"673","水深五寻*","","","The Tempest","水深五寻--黑风海广域交易商 格乌嘶·澳恩处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：黑风海"
"674","幽冥水底*","","","The Tempest (Amaurot)","幽冥水底--黑风海广域交易商 格乌嘶·澳恩处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：黑风海"
"675","活着的理由*","","","Shadowbringers sanctuaries","活着的理由--伊尔美格广域交易商 苏儿·拉德处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：伊尔美格"
"676","一言难尽的悲哀*","","","Shadowbringers sanctuaries","一言难尽的悲哀--诺弗兰特广域交易商 佩德萝尼尔处，双色宝石 ×350兑换。需要获得成就广域交易商的伙伴：诺弗兰特"
"677","对峙*","","","Lakeland combat","对峙--怪物狩猎的战利品 ×300，水晶都 X:9.4 , Y:9.5 <贸易人员> 赛栎/游末邦（树干层） X:11.0 , Y:10.8<贸易人员> 伊尔弗洛伊"
"678","对峙*","","","Kholusia combat","同上"
"679","对峙*","","","Amh Araeng combat","同上"
"680","对峙*","","","Il Mheg combat","同上"
"681","对峙*","","","Rak'tika Greatwood combat","同上"
"682","","","","The Tempest combat","Empty track, but it seems XIV needs to have zone combat themes for everything"
"683","天使醒来*","","","The Dancing Plague (Titania)","天使醒来--缇坦妮雅歼殛战掉落《陈旧的乐谱：天使醒来》，后由炼金术士制作而成。"
"684","精神错乱*","","","The Crown of the Immaculate (Innocence)","精神错乱--无瑕灵君歼殛战掉落《陈旧的乐谱：精神错乱》，后由炼金术士制作而成。"
"685","暗影使者*","","","The Dying Gasp (Hades) phase 1","8人副本哈迪斯歼灭战P1和P2阶段的背景音乐"
"686","不灭孤念*","","","The Dying Gasp (Hades) phase 2","副本概率掉落陈旧的乐谱：不灭孤念，再由炼金术士制作成不灭孤念"
"687","烈火与利剑*","","","The Holminister Switch","4人副本遇袭集落水滩村/击败副本boss斐利亚后宝箱有几率掉落烈火与利剑。"
"688","虚构*","","","Dohn Mheg","4人副本水妖幻园多恩美格禁园/击败副本boss乐圣 因克·佐恩后宝箱有几率掉落虚构。"
"689","解读*","","","Qitana Ravel","75级主线4人副本文明古迹奇坦那神影洞/击败副本boss艾洛斯后宝箱有几率掉落解读。"
"690","幽深*","","","Malikah's Well","77级主线4人副本避暑离宫马利卡大井/击败副本boss艾洛斯后宝箱有几率掉落幽深。"
"691","凶兽腹中*","","","Mt. Gulg","79级主线4人副本伪造天界格鲁格火山/击败副本boss得到宽恕的猥亵后宝箱有几率掉落凶兽腹中。"
"692","末日时刻*","","","Amaurot","80级主线4人副本末日暗影亚马乌罗提/击败副本boss至大灾兽后宝箱有几率掉落末日时刻。"
"693","无影之影*","","","Akadaemia Anyder","80级主线4人副本创造机构阿尼德罗学院/击败副本boss克察尔科亚特尔后宝箱有几率掉落无影之影。"
"694","一瞬千里*","","","The Twinning","80级主线4人副本异界遗构希尔科斯孪晶塔/击败副本boss泰空后宝箱有几率掉落一瞬千里。"
"695","贪欲*","","","Shadowbringers boss theme","贪欲：G11挖宝概率产出"
"696","沧海～暗影～**","","","The Empty (unfinished)","80级第七星历编年史：伊甸编年史任务开放地图「空无大地」的背景音乐。暂无获取途径"
"697","力战前行　～暗影～*","","","Eden's Gate: Resurrection (Eden Prime), Descent (Voidwalker), Eden's Verse: Iconoclasm (Idol of Darkness)","伊甸希望乐园 觉醒之章1/伊甸希望乐园 觉醒之章2：击败副本Boss至尊伊甸或虚无行者后宝箱有几率掉落力战前行　～暗影～。"
"698","地裂*","","","Eden's Gate: Sepulture (Titan)","伊甸希望乐园 觉醒之章4：击败副本Boss泰坦后宝箱有几率掉落地裂。"
"699","命运之旅*","","","Amaro porter","通过寻宝获得：G11挖宝概率产出"
"700","天使醒来*","","","The Dancing Plague (Extreme) (Titania) mount / Fae Gwiber","天使醒来--缇坦妮雅歼殛战掉落《陈旧的乐谱：天使醒来》，后由炼金术士制作而成。"
"701","精神错乱*","","","The Crown of the Immaculate (Extreme) (Innocence) mount / Innocent Gwiber","精神错乱--无瑕灵君歼殛战掉落《陈旧的乐谱：精神错乱》，后由炼金术士制作而成。"
"702","地裂*","","","Eden's Gate: Sepulture (Savage) (Titan) mount / Skyslipper","伊甸希望乐园 觉醒之章4：击败副本Boss泰坦后宝箱有几率掉落地裂。"
"703","曼德维尔金碟游乐场*","","","Sabotender Emperador mount","曼德维尔金碟游乐场：纪念品兑换员<贸易人员>金碟游乐场 X:5.1 , Y:6.6/金碟币 ×10000"
"704","四重的见闻**","","","Shadowbringers title screen","登录界面使用的音乐"
"705","影をもたらす者 / Tomorrow and Tomorrow / 仮面舞踏会 / 大逆 / 知恵は眠らず / 世界を照らす闇","","","Shadowbringers credits","Transitions directly into each song"
"706","轨迹**","","","The Twinning, The Epic of Alexander (Ultimate) phase 1","亚历山大机神城 启动之章"
"707","明日与未来*","","","Shadowbringers cutscenes","Part 1 of full track"
"708","明日与未来*","","","Shadowbringers cutscenes","Part 2 of full track"
"709","明日与未来*","","","Shadowbringers cutscenes","No vocals"
"710","一瞬千里*","","","","2nd channel of 218, Syrcus Tower combat music"
"711","享乐之痛*","","","Eulmore","A 2nd Eulmore day theme"
"712","这样的生活**","","","Shadowbringers sanctuaries","《暗影使者：最终幻想 XIV》原声带"
"713","無","","","","Empty sound"
"714","黑暗之吻**","","","","2nd channel of 17, ARR Hard dungeon combat music"
"715","命运之旅*","","","Amaro mount","通过寻宝获得：G11挖宝概率产出"
"716","无法拼合的碎片*","","","Kholusia","通过寻宝获得：G11挖宝概率产出"
"717","耀眼浪苍*","","","Eden's Gate: Inundation (Leviathan)","伊甸希望乐园 觉醒之章3/击败副本Boss利维亚桑后宝箱有几率掉落耀眼浪苍。"
"718","陆行鸟星芒*","","スターライト de チョコボ？","Theatrhythm minigame","2020年星芒节活动商品购入/官方商城购入"
"719","梦园之门*","","","Lyhe Mheg","梦园之门:完成5.0主线任务《永远的梦园》获得"
"720","无名之人的激情~天穹街的复兴**","","","The Firmament","5.0版本原生专辑Death Unto Dawn"
"721","塞壬的歌声*","","","Eulmore (The Beehive)","季节活动“女儿节·小黄莺的露天公演！尽全力应援吧！活动开放期间管家之王的佣人乌尔达哈现世回廊 (X: 10.7, Y: Y:9.1)处通过管家之王证书×6兑换塞壬的歌声"
"722","战士的防御～PvP前线～**","","戦士の攻勢 ～PvPフロントライン～","Onsal Hakair","5.0版本原生专辑Death Unto Dawn"
"723","金属 - 正义无情*","","","The Epic of Alexander (Ultimate) phase 2","金属 - 正义无情--第七星历编年史：亚历山大系类任务：迈向无人知晓的明天 完成奖励"
"724","无限循环*","","","The Epic of Alexander (Ultimate) phase 2 to 3","无限循环--亚历山大齿轮 ×1.田园郡 X:5.8 , Y:5.2贝尔塔娜<贸易人员>道具交易（其他"
"725","起义*","","","The Epic of Alexander (Ultimate) phase 3","起义--第七星历编年史：亚历山大系列任务：神圣审判 完成奖励"
"726","无限循环（交响乐版）*","","","The Epic of Alexander (Ultimate) phase 4","无限循环（交响乐版）：官方商城购入"
"727","华美宫殿*","","","The Grand Cosmos","华美宫殿：老二boss卢格斯几率掉落。"
"728","不灭孤念*","","","The Minstrel's Ballad: Hades' Elegy mount / Shadow Gwiber","哈迪斯孤念歼灭战概率掉落陈旧的乐谱：不灭孤念，再由炼金术士制作成不灭孤念。"
"729","战士的进攻~PvP前线~**","","","Construct VII mount","5.0版本原生专辑Death Unto Dawn"
"730","饿狼～盛宴～**","","","Epimetheus, Menoetius mounts","专辑The Far Edge of Fate"
"731","强权*","","","Morbol mount","强权：乌尔达哈来生回廊 X:12.5 , Y:13.0。泪男子拉图迦交换报酬：同盟徽章 ×500"
"732","意义／无*","","","The Copied Factory solo exploration","意义／无：寄叶异闻：暗黑天启任务：封闭之门的对面完成获得。"
"733","遗留之所／斜光*","","","The Copied Factory","遗留之所／斜光：复制工厂废墟尾王掉落"
"734","飘渺的希望**","","","The Copied Factory - (Quest Area)","FFXIV x NieR crossover"
"735","","","","",""
"736","不归之声／吉他*","","","Need location","不归之声／吉他：异物显现寄叶异闻：暗黑天启：阿诺古的积极调查/科诺古的慎重调查获得"
"737","异物显现*","","","The Copied Factory","异物显现：复制工厂废墟尾王掉落"
"738","远古之歌／赎罪*","","","The Copied Factory boss 1 (Serial-jointed Command Model), The Copied Factory boss 2 (Hobbes), The Tower at Paradigm's Breach boss 2 (Hansel & Gretel)","远古之歌／赎罪：复制工厂废墟尾王掉落"
"739","双极的噩梦*","","","The Copied Factory boss 3 (Engels), The Puppet's Bunker boss 2 (767P-operated Superior Flight Unit(s))","双极的噩梦：复制工厂废墟尾王掉落"
"740","世界的重量／水晶序曲版*","","","The Copied Factory boss 4 (9S-operated Walking Fortress)","世界的重量／水晶序曲版：复制工厂废墟尾王掉落"
"741","崩坏的虚妄*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)","崩坏的虚妄：寄叶异闻：暗黑天启系列任务：阿诺古急进的计划/完成获得"
"742","Ami~黑暗〜**","","","Eden cutscenes / The Empty (finished)","5.0原生专辑Death Unto Dawn"
"743","霍啪栌古盘*","","","Rak'tika Greatwood (Friendly Qitari area)","霍啪栌古盘：拉凯提卡大森林 X:37.3 , Y:17.1 于咕卢利·玛喏栌<贸易人员>橡果币 ×6"
"744","甘戈斯**","","","Gangos","5.0原生专辑Death Unto Dawn"
"745","啪啪呀降质版*","","","Egg Hunter Riggy minigame","啪啪呀降质版：格里达尼亚旧街 X:10.3 , Y:9.1 彩蛋预言师<季节商铺>特制暗黑预言蛋 ×3"
"746","究极神兵（蛮荒神影）*","","","Cinder Drift (The Ruby Weapon) phase 1","究极神兵（蛮荒神影）：红宝石神兵狂想作战掉落陈旧的乐谱，后由炼金术士制作而成。"
"747","青空的日常〜天穹街复兴〜**","","","The Firmament","5.0原生专辑Death Unto Dawn"
"748","贪欲**","","","Shadowbringers mid-dungeon bosses","《最终幻想14》官方乐队「THE PRIMALS」第三张专辑The Primals–Out of the Shadows收录"
"749","潜伏于沙*","","","Anamnesis Anyder","潜伏于沙：黑风海底阿尼德罗追忆馆老二掉落"
"750","雷轰电转*","","","Eden's Verse: Fulmination (Ramuh)","雷轰电转：伊甸希望乐园 共鸣之章1掉落"
"751","原始的堕天使*","","","Eden's Verse: Furor (Garuda & Ifrit, Raktapaksa)","原始的堕天使：伊甸希望乐园 共鸣之章2掉落"
"752","忘却的此岸*","","","Eden's Verse: Refulgence (Shiva) phase 1","忘却的此岸：击败伊甸希望乐园 共鸣之章4副本Boss希瓦后，宝箱中有几率掉落"
"753","究极神兵（蛮荒神影）*","","","The Cinder Drift (Extreme) mount / Ruby Gwiber","究极神兵（蛮荒神影）：红宝石神兵狂想作战掉落陈旧的乐谱，后由炼金术士制作而成。"
"754","雷轰电转*","","","Eden's Verse: Fulmination (Savage) (Ramuh) mount / Ramuh","雷轰电转：伊甸希望乐园 共鸣之章1掉落"
"755","白银凶鸟展翅翱翔（交响乐版）*","","","The Cinder Drift (2nd Phase) / The Unending Coil of Bahamut Phase 2 (Nael Deus Darnus)","官方道具商城购入"
"756","越过地平线*","","","Ocean Fishing","越过地平线：财宝传说破舰岛尾王掉落"
"757","神圣的教导*","","","Ocean Fishing","神圣的教导：财宝传说破舰岛尾王掉落"
"758","挥汗如雨*","","","Ocean Fishing","挥汗如雨：伊修加德基础层 X:10.0 , Y:10.3.稀少琥珀商人虫珀（其它）：虫珀 ×6购买"
"759","割裂之光**","","","Eden's Verse: Refulgence (Shiva) add phase","《最终幻想14》官方音乐合集CD，主题为大型副本的合集专辑第2版：Time and Again 2"
"760","悠久之风　～暗影～*","","","","击败光之战士幻耀歼灭战副本Boss光之战士后，宝箱中有几率掉落陈旧的乐谱：末路尽头，再由炼金术士制作成悠久之风　～暗影～。"
"761","Shadowbringers-暗影使者*","","","Shadowbringers cutscenes (Hope's Confluence, cutscene 5)","Shadowbringers　-暗影使者- 暗影之逆焰主线任务：预感"
"762","明日与未来*","","","Shadowbringers cutscenes","明日与未来：5.0暗影之逆焰主线任务：暗影之逆焰"
"763","新时代的黎明**","","","Shadowbringers cutscenes","收录于《最终幻想14》版本 2.0 ~版本 2.1版本的原声音乐专辑A Realm Reborn"
"764","相伴到永远**","","","Shadowbringers cutscenes",""
"765","永夏岛**","","","Eastern La Noscea Moonfire Faire",""
"766","沃茨之锤*","","","Lakeland (Friendly Dwarf area)","沃茨之锤：友好部族任务开启前置，绿蛙币 ×6于蜜兹图<贸易人员>雷克兰德 X:9.4 , Y:13.1处兑换"
"767","寻爱之人*","","","Terncliff","寻爱之人：第七星历编年史：维尔利特战役：熠熠生辉的生命完成获取。"
"768","末路尽头*","","","The Seat of Sacrifice phase 1, The Seat of Sacrifice (Extreme) (Warrior of Light)","末路尽头：光之战士歼灭战副本Boss掉落陈旧的乐谱：末路尽头后由炼金术士制成。"
"769","黑暗回响之音**","","","The Seat of Sacrifice (Warrior of Light)","5.0原生专辑Death Unto Dawn"
"770","","","","",""
"771","末路尽头*","","","The Seat of Sacrifice (Warrior of Light)","末路尽头：光之战士歼灭战副本Boss掉落陈旧的乐谱：末路尽头后由炼金术士制成。"
"772","博兹雅的微风*","","ボズヤの血風","The Bozjan Southern Front","博兹雅的微风：鉴定南方战线上锁的宝箱概率获得"
"773","动乱 帝国版（黄道年代）*","","","The Bozjan Southern Front (certain critical engagements)","动乱 帝国版（黄道年代）：博兹雅战线与博兹雅高原入口营地附近的义军补给兵使用（博兹雅晶簇 ×25）兑换。"
"774","潜入（黄道年代）*","","","The Bozjan Southern Front (Castrum Lacus Litore between 1st boss and 2nd boss, Hostage phase)","潜入（黄道年代）：南方博兹雅战线中，在帝国湖岸堡攻城战内的宝箱里获得"
"775","召唤兽战（黄道年代）*","","","The Bozjan Southern Front (Castrum Lacus Litore boss theme)","召唤兽战（黄道年代）：南方博兹雅战线中，在帝国湖岸堡攻城战内的宝箱里获得"
"776","死斗（黄道年代）*","","","The Bozjan Southern Front (Castrum Lacus Litore final boss (Dawon & Lyon))","死斗（黄道年代）：南方博兹雅战线中，在帝国湖岸堡攻城战内的宝箱里获得"
"777","异路同归*","","","The Heroes Gauntlet","击败暗影决战诺弗兰特副本Boss幻光狂战士后，宝箱中有几率掉落异路同归。"
"778","末路尽头*","","","The Seat of Sacrifice (Extreme) mount / Gwiber of Light","光之战士幻耀歼灭战掉落破旧乐谱后，使用炼金术士制作而成。"
"779","动乱 帝国版（黄道年代）*","","","The Bozjan Southern Front lockbox mount / Gabriel α","动乱 帝国版（黄道年代）：博兹雅战线与博兹雅高原入口营地附近的义军补给兵使用（博兹雅晶簇 ×25）兑换。"
"780","破碎的心*","","","YoRHa: Dark Apocalypse cutscenes","破碎的心:寄叶异闻：暗黑天启系列任务，争执与责任完成奖励。"
"781","遗留之所／斜光*","","","YoRHa: Dark Apocalypse cutscenes","遗留之所／斜光：复制工厂废墟尾王掉落"
"782","游乐园*","","","Temporarily plays in Komra during the YoRHa: Dark Apocalypse questline, after unlocking The Puppet's Bunker","游乐园：寄叶异闻：暗黑天启系列任务，古姆拉村的庆典完成奖励"
"783","谎言之城*","","","The Puppet's Bunker","谎言之城：副本人偶军事基地尾王掉落"
"784","祖母／破坏*","","","The Puppet's Bunker boss 1 (813P-operated Aegis Unit), The Puppet's Bunker final boss (The Compound) phase 1","祖母／破坏：副本人偶军事基地尾王掉落"
"785","异形的末路*","","","The Puppet's Bunker boss 3 (905P-operated Heavy Artillery Unit)","异形的末路：副本人偶军事基地尾王掉落"
"786","天降之力～破坏一切的黑色巨人／混合版*","","","The Puppet's Bunker final boss (Compound 2P) phase 2","天降之力～破坏一切的黑色巨人／混合版：副本人偶军事基地尾王掉落"
"787","动乱（十二生肖时代版）**","","","The Bozjan Southern Front","5.0原生专辑Death Unto Dawn"
"788","苍色的日常*","","","The Firmament mount / Pteradon","苍色的日常：天穹街振兴票 ×1200于天穹街贸易人员兑换"
"789","苍穹之禁城**","","","City of Giants (Solo Instance)","《最终幻想14》版本 3.0 ~版本 3.1版本的原声音乐专辑Heavensward，收录的第一歌曲：Heavensward"
"790","月下美人*","","","City of Giants (Solo Instance)","月读幽夜歼灭战副本掉落陈旧的乐谱：月下芳华，再由炼金术士制作成月下美人。"
"791","重建竣工小调*","","祝いの調べ：熱演 ～蒼天街復興～","The Firmament","重建竣工小调：重建伊修加德：剧情任务-天穹之下露出笑容任务奖励"
"792","漆黑王狼重现世间*","","","Castrum Marinum (Emerald Weapon) phase 2","漆黑王狼重现世间：绿宝石神兵狂想作战掉落破旧乐谱，之后使用炼金术士制作"
"793","格格主题曲*","","","The Masked Carnivale (31 act 1)","格格主题曲：需要完成任务青魔职业任务：青魔法的未来，于乌尔达哈来生回廊 X:12.5 , Y:13.0 泪男子拉图迦处使用同盟徽章 ×500兑换。"
"794","索亨地下宫殿（黄道年代）*","","","Delubrum Reginae","索亨地下宫殿（黄道年代）：通关女王古殿，宝箱概率开出。"
"795","无言之战（黄道年代）*","","","Delubrum Reginae combat theme","无言之战（黄道年代）：通关女王古殿，宝箱概率开出。"
"796","女王复活*","","","Delubrum Reginae final boss (The Queen)","女王复活：在女王古殿内的宝箱里获得"
"797","夏弗还是布吉　～暗影～*","","","Triple Triad tournaments","夏弗还是布吉　～暗影～：在金蝶游乐场的官方锦标赛中取胜10次获得。"
"798","刚出炉的仙子猪*","","","Matoya's Relict","刚出炉的仙子猪：副本魔术工房玛托雅工作室尾王掉落"
"799","不要畏惧　～暗影～*","","","Eden's Promise: Umbra (Cloud of Darkness), Eden's Promise: Litany (Shadowkeeper)","不要畏惧　～暗影～：副本伊甸希望乐园 再生之章2掉落"
"800","传说之兽　～暗影～*","","","Eden's Promise: Anamorphosis (Fatebreaker)","传说之兽　～暗影～：副本伊甸希望乐园 再生之章3掉落"
"801","不会失效的约定*","","","Eden's Promise: Eternity (Eden's Promise)","不会失效的约定：副本伊甸希望乐园 再生之章4掉落"
"802","极尽　～暗影～*","","","Eden's Promise: Eternity (Savage) (Oracle of Darkness)","极尽　～暗影～：副本伊甸希望乐园 再生之章4掉落"
"803","漆黑王狼重现世间*","","","Castrum Marinum (Extreme) (Emerald Weapon) / Emerald Gwiber","漆黑王狼重现世间：绿宝石神兵狂想作战掉落破旧乐谱，之后使用炼金术士制作"
"804","不会失效的约定  〜零式伊甸希望乐园 再生之章〜**","","","Eden's Promise: Eternity (Savage) mount / Eden",""
"805","魔导船　〜暗影〜**","","","Fanfest 2021 mount / Lunar Whale","5.0原生专辑Death Unto Dawn"
"806","珍贵的记忆　〜伊甸希望乐园 再生之章〜**","","","Eden's Promise: Eternity phase 2","5.0原生专辑Death Unto Dawn"
"807","孤儿们的战斗*","","","The Cloud Deck, The Cloud Deck (Extreme) (Diamond Weapon)","孤儿们的战斗：钻石神兵狂想作战掉落破旧乐谱，之后使用炼金术士制作"
"808","愤怒的恶魔*","","","Dalriada final boss (The Diablo Armament)","在旗舰达尔里阿达号攻略战内迪亚布罗魔兵的宝箱概率掉落"
"809","天穹同庆*","","","Ishgard Fetes","天穹同庆：1200天穹街振兴票"
"810","烈火七部","","","Paglth'an","烈火七部：优雷卡鉴定"
"811","孤儿们的战斗*","","","The Cloud Deck (Extreme) (Diamond Weapon) mount / Diamond Gwiber","孤儿们的战斗：钻石神兵狂想作战掉落破旧乐谱，之后使用炼金术士制作"
"812","指数崩坏","","","Cruise Chaser mount","指数崩坏：宿命与未来任务奖励"
"813","四重的见闻","","","All Gwiber mount / Landerwaffe","5.0登录界面背景音乐"
"814","夏弗还是布吉　～暗影～*","","","Triple Triad card 1-312 collection mount / Magicked Card","夏弗还是布吉　～暗影～：成就：在官方锦标赛中取胜10次。"
"815","天降之力*","","","Golden mount theme / Gilded Mikoshi / Resplendent Vessel of Ronka","天降之力：金碟币50000"
"816","追悼*","","","The Tower at Paradigm's Breach between boss ambient theme","追悼：希望之炮台：“塔”掉落"
"817","艾米尔／绝望*","","","The Tower at Paradigm's Breach pre boss 1 ambient theme, The Tower at Paradigm's Breach boss 1 (Knave of Hearts)","艾米尔／绝望：希望之炮台：“塔”掉落"
"818","","","","",""
"819","终结之音*","","","The Tower at Paradigm's Breach boss 3 (Red Girl)","终结之音：希望之炮台：“塔”掉落"
"820","终结之音：丁*","","","The Tower at Paradigm's Breach boss 3 (Red Girl) (phase 2)","终结之音：丁：希望之炮台：“塔”掉落"
"821","凯妮*","","","The Tower at Paradigm's Breach final boss (phase 2)","凯妮／最终幻想主题曲版：希望之炮台：“塔”掉落"
"822","世界的重量／水晶序曲版*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)","世界的重量／水晶序曲版：复制工厂废墟掉落"
"823","不归之声／通常*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)","不归之声 80级尼尔任务 “孤独的科诺古”获得"
"824","沉痛之色*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)","沉痛之声 80级尼尔任务 “孤独的科诺古”获得"
"825","疫病蔓延*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)","疫病蔓延 80级尼尔任务 “敌人现身”获得"
"826","恶疾缠身*","","","The Tower At Paradigm's Breach boss 4 (False Idol)","恶疾缠身 80级尼尔任务 “敌人现身”获得"
"827","停滞的祈祷／晓风*","","","Shadowbringers cutscenes (FFXIV x NieR crossover)"," 停滞的祈祷／晓风* 80级尼尔任务 “敌人现身”获得"
"828","","","","","Empty BGM"
"829","终途旅人 - 足迹*","","","Endwalker (Solo Instance)","终途旅人 - 足迹 完成主线任务“晓月之终途” 获得"
"830","Flow -生如归流-*","","","Endwalker cutscenes"," Flow -生如归流- 完成主线任务“晓月之终途” 获得"
"831","Flow -生如归流-（纯音乐版）**","","","",""
"832","小小生命**","","","",""
"833","生死答问- 钢琴**","","","Endwalker cutscenes","暗影之逆焰过场动画"
"834","背水咖啡厅**","","","","背水咖啡厅主题音乐"
"835","英雄砥砺前行**","","","","6.0原声专辑Endwalker"
"836","潜能量的碎片**","","","Endwalker cutscenes","6.0原声专辑Endwalker"
"837","永无止境的话语**","","","","6.0剧情曲"
"838","绝望的终结**","","","Endwalker cutscenes","6.0原声专辑Endwalker"
"839","微笑的幽灵**","","","Lemure Headquarters, Endwalker cutscenes","6.0原声专辑Endwalker"
"840","回去吧，回到遥远的故乡*","","","Garlemald radio","回去吧，回到遥远的故乡：双色350兑换"
"841","星星的故事**","","","",""
"842","幽冥水底（古裔今罪）*","","","","幽冥水底（古裔今罪）"
"843","异想天开（钢琴集）*","","","","异想天开（钢琴集）"
"844","Answers -生死答问-*","","","","Answers -生死答问-：巴哈姆特大迷宫 真源之章4掉落后炼金术士制作"
"845","知识的水瓶*","","","Old Sharlayan (day)","知识的水瓶：双色宝石350"
"846","智慧的海螺*","","","Old Sharlayan (night)","智慧的海螺：双色宝石350"
"847","终有一日　～晓月～*","","","Sharlayan Main Hall","终有一日　～晓月～：双色宝石350"
"848","多彩之都*","","","Radz-at-Han (day)","多彩之都：双色宝石350"
"849","熏香之都*","","","Radz-at-Han (night)","熏香之都：双色宝石350"
"850","落日之都*","","","Radz-at-Han (day)","落日之都：双色宝石350"
"851","迷津*","","","Labyrinthos (day)","迷津：双色宝石350"
"852","迷梦*","","","Labyrinthos (night)","迷梦：双色宝石350"
"853","众神的教诲*","","","Thavnair (day)","众神的教诲：双色宝石350"
"854","众人的祈祷*","","","Thavnair (night)","众人的祈祷：双色宝石350"
"855","白雪与黑铁*","","","Garlemald (day)","白雪与黑铁：双色宝石350"
"856","黑暗与黑铁*","","","Garlemald (night)","黑暗与黑铁：双色宝石350"
"857","一小步*","","","Mare Lamentorum (day)","一小步：双色宝石350"
"858","远古的天空*","","","Elpis (day)","远古的天空：双色宝石350"
"859","远古的星空*","","","Elpis (night)","远古的星空：双色宝石350"
"860","天边的回响**","","","Ultima Thule MSQ stage 1","天外天垓主线开始时背景音乐"
